,City,Date,Officer-defined ethnicity,Type,Self-defined ethnicity,Gender,Age range,Removal of more than just outer clothing,Outcome
345,London,2020-02,White,Person and Vehicle search,White - Any other White background,Male,25-34,False,A no further action disposal
346,London,2020-02,White,Person and Vehicle search,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
347,London,2020-02,White,Person search,White - Any other White background,Male,18-24,False,A no further action disposal
348,London,2020-02,White,Person search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
349,London,2020-02,White,Person search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
350,London,2020-02,Black,Person and Vehicle search,Black/African/Caribbean/Black British - Caribbean,Male,18-24,False,Khat or Cannabis warning
351,London,2020-02,Asian,Person search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
352,London,2020-02,Other,Person search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
353,London,2020-02,White,Person search,Other ethnic group - Not stated,Male,over 34,False,A no further action disposal
354,London,2020-02,Asian,Person and Vehicle search,Asian/Asian British - Any other Asian background,Male,18-24,False,Arrest
355,London,2020-02,Black,Person search,Other ethnic group - Any other ethnic group,Male,over 34,False,A no further action disposal
